i;BuyOrSell;PosNeg;dateTime;price;encryptedName;;;starsNum;itemId;text;;;category;
1;(Kupujący);Pozytywny;2011-02-25 17:41:19;4200;25-F9-E1-45-4D-12-B8-EF-5A-E6-77-9A-7B-8B-EB-2E;;;178;1448589766;komputery
2;(Kupujący);Pozytywny;2011-02-25 17:16:52;4500;30-73-78-92-11-4C-3F-5A-BB-FE-E5-84-69-75-79-E1;;;17;1448436464;komputery
3;(Kupujący);Pozytywny;2011-02-25 16:08:14;12900;27-C7-BF-2A-50-61-A4-AF-90-DD-AC-68-9E-C4-73-5B;;;56;1450791929;komputery
7;(Kupujący);Pozytywny;2011-02-25 13:33:08;21500;CA-E1-15-DE-E1-DF-DA-2C-77-D5-9E-60-8E-94-98-7A;;;52;1448438759;komputery
8;(Kupujący);Pozytywny;2011-02-25 12:51:54;14900;81-63-B7-F3-15-EC-E3-70-58-04-17-48-3E-03-A1-7B;;;11;1444618969;komputery
12;(Kupujący);Pozytywny;2011-02-25 07:39:00;16500;BD-D0-B9-5D-A1-25-05-1E-E7-E1-19-29-60-13-4B-15;;;578;1449130087;komputery
13;(Kupujący);Pozytywny;2011-02-25 07:39:00;10500;BD-D0-B9-5D-A1-25-05-1E-E7-E1-19-29-60-13-4B-15;;;578;1442138733;komputery
14;(Kupujący);Pozytywny;2011-02-25 05:10:11;26900;21-BB-A2-42-85-BE-CC-D0-FE-71-E2-13-43-66-6F-4E;;;109;1448437433;komputery
15;(Kupujący);Pozytywny;2011-02-25 00:22:03;6900;0D-10-21-A1-AB-9F-55-91-CA-91-CB-23-35-62-95-10;;;43;1438593769;komputery
17;(Kupujący);Pozytywny;2011-02-24 23:47:05;2200;5D-8F-9B-F0-74-24-24-12-03-30-6B-17-07-E4-E7-01;;;13;1398474687;fotografia
18;(Kupujący);Pozytywny;2011-02-24 23:47:01;3500;5D-8F-9B-F0-74-24-24-12-03-30-6B-17-07-E4-E7-01;;;13;1395767882;komputery
19;(Kupujący);Pozytywny;2011-02-24 23:46:44;14900;5D-8F-9B-F0-74-24-24-12-03-30-6B-17-07-E4-E7-01;;;13;1399079671;komputery
20;(Kupujący);Pozytywny;2011-02-24 23:30:06;85900;C2-C9-54-3A-35-64-DD-A0-D5-46-EF-70-ED-D4-62-27;;;641;1430378370;komputery
21;(Kupujący);Pozytywny;2011-02-24 23:10:47;10900;C4-19-E8-6D-08-52-EB-A1-5E-F5-39-ED-D9-C9-F1-E4;;;151;1426816935;komputery
22;(Kupujący);Pozytywny;2011-02-24 21:53:50;9600;5C-85-BA-ED-40-FD-3A-35-22-A6-70-A4-95-6B-A6-63;;;15;1445722789;komputery
23;(Kupujący);Pozytywny;2011-02-24 21:24:19;3000;77-C8-D5-A7-C1-E7-2F-8B-29-9F-44-95-E9-73-D3-F5;;;17;1442136624;komputery
24;(Kupujący);Pozytywny;2011-02-24 21:14:46;9300;6A-91-E0-64-89-31-B0-D9-47-17-9E-F1-3C-49-0E-04;;;121;1436614694;komputery
26;(Kupujący);Pozytywny;2011-02-24 19:12:22;7900;E1-45-3D-65-D8-59-C0-4B-D9-EF-08-F2-B2-CD-31-D2;;;56;1417124729;rtv-i-agd
27;(Kupujący);Pozytywny;2011-02-24 19:00:31;7200;01-AA-82-8A-72-07-4A-DC-F0-D4-A3-90-6D-1B-D7-AD;;;3;1449144486;komputery
28;(Kupujący);Pozytywny;2011-02-24 17:41:54;1200;E0-47-58-50-08-07-2E-2B-46-7D-75-58-70-77-2B-81;;;110;1429720460;komputery
31;(Kupujący);Pozytywny;2011-02-24 17:23:13;24500;16-1B-0E-D8-17-59-A5-8B-AB-AA-B3-83-FE-BC-A0-F4;;;292;1457143628;fotografia
32;(Kupujący);Pozytywny;2011-02-24 17:19:11;5500;53-6E-84-B4-B4-C5-52-1E-38-16-47-D1-FA-4D-C1-B6;;;132;1451268441;komputery
34;(Kupujący);Pozytywny;2011-02-24 15:56:10;10900;46-05-0C-63-44-4A-50-D9-24-81-36-F2-C1-BD-28-D9;;;58;1443335346;komputery
35;(Kupujący);Pozytywny;2011-02-24 15:10:53;37900;78-E2-D0-64-1A-E3-28-69-90-97-E5-AC-BE-54-09-04;;;50;1446180440;komputery
36;(Kupujący);Pozytywny;2011-02-24 13:10:24;11200;39-4E-AF-2F-9C-B1-33-26-2E-00-AA-33-95-22-57-B8;;;77;1451261987;komputery
37;(Kupujący);Pozytywny;2011-02-24 13:07:58;22500;67-4F-D9-94-06-08-AF-F4-13-F7-0C-FD-BC-B6-6C-56;;;115;1417996428;komputery
38;(Kupujący);Pozytywny;2011-02-24 11:55:32;5700;B7-32-0E-42-F8-E7-5A-F2-18-CC-80-5C-7C-33-81-4E;;;21;1456437795;komputery
39;(Kupujący);Pozytywny;2011-02-24 11:36:40;37900;C2-85-18-57-07-A6-A3-B5-6E-9D-BE-4B-54-D4-9B-E3;;;21;1446180440;komputery
41;(Kupujący);Pozytywny;2011-02-24 11:26:44;6000;59-20-4E-94-92-44-01-2D-A5-56-F1-82-34-53-B7-84;;;96;1405665269;komputery
42;(Kupujący);Pozytywny;2011-02-24 11:19:43;24500;11-D9-B0-EF-36-74-91-CC-94-88-BF-D4-F4-C3-B6-37;;;22;1457143628;fotografia
43;(Kupujący);Pozytywny;2011-02-24 11:16:43;3300;24-31-81-2D-A7-3D-8D-AD-F3-E7-AA-4D-A9-4F-BA-65;;;140;1423281436;komputery
46;(Kupujący);Pozytywny;2011-02-24 09:10:48;2400;D2-CF-87-DA-B3-84-45-3A-C1-64-64-93-39-97-DA-20;;;76;1434480776;komputery
